
look	_look_
up	_up_
information	_information_
about	_about_
canadian	B-country.name
movies	_movies_

get	_get_
movies	_movies_
from	_from_
canada	B-country.name

show	_show_
me	_me_
a	_a_
list	_list_
of	_of_
any	_any_
movies	_movies_
made	_made_
in	_in_
canada	B-country.name

find	_find_
movies	_movies_
filmed	_filmed_
in	_in_
canada	B-country.name

get	_get_
films	_films_
made	_made_
in	_in_
canada	B-country.name

show	_show_
me	_me_
canadian	B-country.name
films	_films_

show	_show_
me	_me_
canadian	B-country.name
movies	_movies_

are	_are_
there	_there_
any	_any_
canadian	B-country.name
movies	_movies_

are	_are_
there	_there_
any	_any_
canadian	B-country.name
movies	_movies_

find	_find_
canadian	B-country.name
films	_films_

what	_what_
are	_are_
some	_some_
movies	_movies_
made	_made_
outside	B-country.name
the	I-country.name
us	I-country.name

movies	_movies_
from	_from_
germany	B-country.name

i	_i_
want	_want_
to	_to_
watch	_watch_
movies	_movies_
from	_from_
germany	B-country.name

display	_display_
movies	_movies_
made	_made_
in	_in_
germany	B-country.name

find	_find_
movies	_movies_
done	_done_
in	_in_
germany	B-country.name

what	_what_
movies	_movies_
do	_do_
you	_you_
have	_have_
that	_that_
were	_were_
made	_made_
in	_in_
italy	B-country.name

movies	_movies_
from	_from_
italy	B-country.name

does	_does_
italy	B-country.name
make	_make_
any	_any_
movies	_movies_

find	_find_
italian	B-country.name
movies	_movies_

italian	B-country.name
films	_films_

italian	B-country.name
movies	_movies_

show	_show_
me	_me_
italian	B-country.name
movies	_movies_

get	_get_
all	_all_
italian	B-movie.language
language	I-movie.language
movies	_movies_

send	_send_
me	_me_
movies	_movies_
that	_that_
are	_are_
in	_in_
italian	B-movie.language

movies	_movies_
with	_with_
italian	B-movie.language
language	I-movie.language

show	_show_
me	_me_
movies	_movies_
in	_in_
italian	B-movie.language

what	_what_
movies	_movies_
are	_are_
in	_in_
italian	B-movie.language

search	_search_
for	_for_
movies	_movies_
in	_in_
italian	B-movie.language

find	_find_
movies	_movies_
in	_in_
italian	B-movie.language

a	_a_
list	_list_
of	_of_
all	_all_
italian	B-movie.language
speaking	I-movie.language
movies	_movies_

give	_give_
me	_me_
a	_a_
list	_list_
of	_of_
movies	_movies_
from	_from_
spain	B-country.name

see	_see_
movies	_movies_
from	_from_
spain	B-country.name

movies	_movies_
from	_from_
spain	B-country.name

movies	_movies_
from	_from_
spain	B-country.name

i	_i_
want	_want_
to	_to_
see	_see_
movies	_movies_
from	_from_
spain	B-country.name

movies	_movies_
made	_made_
in	_in_
spain	B-country.name

are	_are_
there	_there_
any	_any_
movies	_movies_
made	_made_
in	_in_
spain	B-country.name

bring	_bring_
up	_up_
spanish	B-movie.language
movies	_movies_

can	_can_
you	_you_
show	_show_
me	_me_
movies	_movies_
spanish	B-movie.language

can	_can_
you	_you_
show	_show_
me	_me_
spanish	B-movie.language
movies	_movies_

find	_find_
spanish	B-movie.language
movies	_movies_

find	_find_
spanish	B-movie.language
movies	_movies_

get	_get_
me	_me_
spanish	B-movie.language
movies	_movies_

I	_I_
'd	_'d_
like	_like_
a	_a_
list	_list_
of	_of_
spanish	B-movie.language
movies	_movies_

I	_I_
'd	_'d_
like	_like_
to	_to_
know	_know_
some	_some_
spanish	B-movie.language
movies	_movies_

i	_i_
want	_want_
only	_only_
spanish	B-movie.language
movies	_movies_

i	_i_
want	_want_
to	_to_
look	_look_
up	_up_
spanish	B-movie.language
movies	_movies_

list	_list_
spanish	B-movie.language
movies	_movies_

list	_list_
spanish	B-movie.language
movies	_movies_

look	_look_
for	_for_
spanish	B-movie.language
movies	_movies_

search	_search_
for	_for_
spanish	B-movie.language
movies	_movies_

search	_search_
for	_for_
spanish	B-movie.language
movies	_movies_

show	_show_
me	_me_
spanish	B-movie.language
movies	_movies_

spanish	B-movie.language
movie	_movie_
listing	_listing_

spanish	B-movie.language
movies	_movies_

find	_find_
romance	B-movie.genre
movies	_movies_

give	_give_
me	_me_
a	_a_
list	_list_
of	_of_
romance	B-movie.genre
movies	_movies_

find	_find_
me	_me_
romantic	B-movie.genre
movies	_movies_

i	_i_
want	_want_
to	_to_
find	_find_
romantic	B-movie.genre
movies	_movies_

locate	_locate_
romantic	B-movie.genre
movies	_movies_
for	_for_
me	_me_

list	_list_
some	_some_
movies	_movies_
that	_that_
are	_are_
in	_in_
french	B-movie.language

find	_find_
french	B-movie.language
language	I-movie.language
movies	_movies_

find	_find_
movies	_movies_
in	_in_
french	B-movie.language

find	_find_
movies	_movies_
is	_is_
french	B-movie.language

list	_list_
movies	_movies_
in	_in_
french	B-movie.language

look	_look_
for	_for_
movies	_movies_
in	_in_
french	B-movie.language

search	_search_
for	_for_
movies	_movies_
in	_in_
french	B-movie.language

search	_search_
for	_for_
movies	_movies_
in	_in_
french	B-movie.language

show	_show_
me	_me_
movies	_movies_
produced	_produced_
in	_in_
french	B-movie.language

show	_show_
movies	_movies_
in	_in_
french	B-movie.language

show	_show_
only	_only_
movies	_movies_
that	_that_
are	_are_
in	_in_
french	B-movie.language

find	_find_
french	B-movie.language
language	I-movie.language
movies	_movies_

list	_list_
of	_of_
all	_all_
french	B-movie.language
speaking	I-movie.language
films	_films_

list	_list_
of	_of_
french	B-movie.language
language	I-movie.language
movies	_movies_

show	_show_
me	_me_
movies	_movies_
in	_in_
french	B-movie.language

can	_can_
you	_you_
list	_list_
movies	_movies_
in	_in_
french	B-movie.language

find	_find_
all	_all_
films	_films_
showing	_showing_
in	_in_
french	B-movie.language

show	_show_
me	_me_
a	_a_
list	_list_
of	_of_
all	_all_
the	_the_
movies	_movies_
produced	_produced_
by	_by_
william	B-producer.name
packer	I-producer.name

information	_information_
about	_about_
movie	_movie_

show	_show_
me	_me_
information	_information_
about	_about_
movie	_movie_

show	_show_
me	_me_
information	_information_
on	_on_
movie	_movie_

tell	_tell_
me	_me_
about	_about_
movie	_movie_

please	_please_
show	_show_
me	_me_
all	_all_
of	_of_
the	_the_
films	_films_
that	_that_
involve	_involve_
kevin	B-actor.name
bacon	I-actor.name

i	_i_
want	_want_
movies	_movies_
about	_about_
9-11	B-movie.subject

what	_what_
other	_other_
movies	_movies_
has	_has_
bill	B-actor.name
paxton	I-actor.name
starred	_starred_
in	_in_

find	_find_
some	_some_
suspenseful	B-movie.genre
movies	_movies_

a	_a_
movie	_movie_
based	_based_
on	_on_
time	B-movie.subject
travel	I-movie.subject

find	_find_
time	B-movie.subject
travel	I-movie.subject
movies	_movies_

give	_give_
me	_me_
a	_a_
list	_list_
of	_of_
time	B-movie.subject
travel	I-movie.subject
movies	_movies_

movies	_movies_
about	_about_
time	B-movie.subject
travel	I-movie.subject

show	_show_
me	_me_
movies	_movies_
about	_about_
time	B-movie.subject
travel	I-movie.subject

show	_show_
me	_me_
movies	_movies_
with	_with_
time	B-movie.subject
travel	I-movie.subject
themes	_themes_

show	_show_
me	_me_
time	B-movie.subject
travel	I-movie.subject
movies	_movies_

show	_show_
videos	_videos_
about	_about_
time	B-movie.subject
travel	I-movie.subject

time	B-movie.subject
travel	I-movie.subject
movies	_movies_

what	_what_
are	_are_
movies	_movies_
whose	_whose_
topic	_topic_
involves	_involves_
time	B-movie.subject
travel	I-movie.subject

movies	_movies_
about	_about_
time	B-movie.subject
travel	I-movie.subject

movies	_movies_
about	_about_
time	B-movie.subject
travel	I-movie.subject

show	_show_
me	_me_
movies	_movies_
about	_about_
time	B-movie.subject
travel	I-movie.subject

show	_show_
me	_me_
movies	_movies_
about	_about_
time	B-movie.subject
travel	I-movie.subject

show	_show_
me	_me_
some	_some_
movies	_movies_
that	_that_
are	_are_
related	_related_
to	_to_
time	B-movie.subject
travel	I-movie.subject

what	_what_
are	_are_
some	_some_
movies	_movies_
that	_that_
involve	_involve_
time	B-movie.subject
travel	I-movie.subject

what	_what_
movies	_movies_
discuss	_discuss_
time	B-movie.subject
travel	I-movie.subject

quentin	B-director.name
tarrantino	I-director.name
movies	_movies_

what	_what_
movies	_movies_
did	_did_
quentin	B-director.name
terrantino	I-director.name
direct	_direct_

list	_list_
the	_the_
movies	_movies_
anna	B-actor.name
paquin	I-actor.name
has	_has_
starred	_starred_
in	_in_

movies	_movies_
from	_from_
england	B-country.name

movies	_movies_
from	_from_
england	B-country.name

movies	_movies_
from	_from_
england	B-country.name
please	_please_

show	_show_
me	_me_
england	B-country.name
movies	_movies_

show	_show_
me	_me_
movies	_movies_
from	_from_
england	B-country.name

show	_show_
me	_me_
movies	_movies_
made	_made_
in	_in_
england	B-country.name

find	_find_
movies	_movies_
directed	_directed_
by	_by_
chris	B-director.name
columbus	I-director.name

what	_what_
other	_other_
movies	_movies_
has	_has_
richard	B-director.name
lester	I-director.name
directed	_directed_

search	_search_
for	_for_
movies	_movies_
by	_by_
language	_language_

mandarin	B-movie.language
movie	_movie_
please	_please_

please	_please_
find	_find_
a	_a_
movie	_movie_
in	_in_
mandarin	B-movie.language

movie	_movie_
made	_made_
in	_in_
mandarin	B-movie.language

which	_which_
movies	_movies_
are	_are_
originally	_originally_
in	_in_
a	B-movie.language
foreign	I-movie.language
language	I-movie.language

find	_find_
me	_me_
tamil	B-movie.language
movies	_movies_

show	_show_
me	_me_
the	_the_
latest	_latest_
movies	_movies_
in	_in_
tamil	B-movie.language

find	_find_
hindi	B-movie.language
movies	_movies_

find	_find_
movies	_movies_
in	_in_
hindi	B-movie.language

list	_list_
the	_the_
hindi	B-movie.language
movies	_movies_

what	_what_
is	_is_
hindi	B-movie.language

i	_i_
would	_would_
like	_like_
to	_to_
get	_get_
a	_a_
list	_list_
of	_of_
movie	_movie_
names	_names_
in	_in_
hindi	B-movie.language
language	I-movie.language

what	_what_
films	_films_
are	_are_
not	B-movie.language
spoken	I-movie.language
in	I-movie.language
english	I-movie.language

what	_what_
movies	_movies_
are	_are_
spoken	B-movie.language
in	I-movie.language
another	I-movie.language
language	I-movie.language

i	_i_
want	_want_
to	_to_
watch	_watch_
a	_a_
romance	B-movie.genre
made	_made_
in	_in_
india	B-country.name

i	_i_
need	_need_
to	_to_
get	_get_
a	_a_
list	_list_
of	_of_
some	_some_
romantic	B-movie.genre
indian	B-movie.language
movies	_movies_

find	_find_
movies	_movies_
from	_from_
india	B-country.name

look	_look_
up	_up_
movies	_movies_
from	_from_
india	B-country.name

see	_see_
movies	_movies_
from	_from_
india	B-country.name

find	_find_
indian	B-movie.language
movies	_movies_

give	_give_
me	_me_
a	_a_
list	_list_
of	_of_
some	_some_
indian	B-movie.language
movies	_movies_

brian	B-director.name
de	I-director.name
palma	I-director.name
movies	_movies_

complete	_complete_
list	_list_
of	_of_
movies	_movies_
made	_made_
by	_by_
searchlight	B-producer.name
films	I-producer.name

list	_list_
movies	_movies_
by	_by_
searchlight	B-producer.name
films	I-producer.name

list	_list_
of	_of_
movies	_movies_
produced	_produced_
by	_by_
searchlight	B-producer.name
films	I-producer.name

what	_what_
are	_are_
some	_some_
movies	_movies_
made	_made_
by	_by_
searchlight	B-producer.name
films	I-producer.name

movies	_movies_
about	_about_
bank	B-movie.subject
robberies	I-movie.subject

show	_show_
me	_me_
sarah	B-actor.name
polley	I-actor.name
movies	_movies_

show	_show_
me	_me_
french	B-movie.language
r	B-rating.name
rated	_rated_
dramas	_dramas_

list	_list_
french	B-movie.language
language	I-movie.language
comedy	B-movie.genre
films	_films_

show	_show_
french	B-movie.language
comedy	B-movie.genre
films	_films_

what	_what_
are	_are_
some	_some_
movies	_movies_
that	_that_
were	_were_
produced	_produced_
in	_in_
europe	B-country.name

films	_films_
produced	_produced_
by	_by_
laurie	B-producer.name
macdonald	I-producer.name

find	_find_
me	_me_
dreamworks	B-producer.name
films	_films_

movie	_movie_
by	_by_
dreamworks	B-producer.name

movie	_movie_
made	_made_
by	_by_
dreamworks	B-producer.name

what	_what_
movies	_movies_
are	_are_
made	_made_
by	_by_
dreamworks	B-producer.name

i	_i_
'm	_'m_
looking	_looking_
for	_for_
the	_the_
cost	_cost_
of	_of_
some	_some_
movies	_movies_

what	_what_
movies	_movies_
did	_did_
kevin	B-director.name
costner	I-director.name
direct	_direct_

dirty	B-movie.name
dancing	I-movie.name
movie	_movie_

dirty	B-movie.name
dancing	I-movie.name
movie	_movie_
short	_short_
cuts	_cuts_

show	_show_
me	_me_
the	_the_
dirty	B-movie.name
dancing	I-movie.name
movie	_movie_

will	_will_
you	_you_
please	_please_
show	_show_
me	_me_
info	_info_
on	_on_
the	_the_
movie	_movie_
dirty	B-movie.name
dancing	I-movie.name

find	_find_
the	_the_
movie	_movie_
dirty	B-movie.name
dancing	I-movie.name

get	_get_
me	_me_
info	_info_
for	_for_
the	_the_
movie	_movie_
dirty	B-movie.name
dancing	I-movie.name

i	_i_
need	_need_
to	_to_
get	_get_
every	_every_
possible	_possible_
information	_information_
related	_related_
with	_with_
the	_the_
movie	_movie_
dirty	B-movie.name
dancing	I-movie.name

i	_i_
want	_want_
to	_to_
see	_see_
infomation	_infomation_
on	_on_
the	_the_
movie	_movie_
dirty	B-movie.name
dancing	I-movie.name

i	_i_
would	_would_
like	_like_
to	_to_
get	_get_
all	_all_
the	_the_
information	_information_
about	_about_
the	_the_
movie	_movie_
dirty	B-movie.name
dancing	I-movie.name

please	_please_
show	_show_
me	_me_
info	_info_
on	_on_
the	_the_
movie	_movie_
dirty	B-movie.name
dancing	I-movie.name

show	_show_
me	_me_
all	_all_
the	_the_
information	_information_
about	_about_
the	_the_
movie	_movie_
dirty	B-movie.name
dancing	I-movie.name
like	_like_
story	_story_
reviews	_reviews_
cast	_cast_
etc	_etc_

show	_show_
me	_me_
info	_info_
on	_on_
the	_the_
movie	_movie_
dirty	B-movie.name
dancing	I-movie.name
please	_please_

show	_show_
me	_me_
information	_information_
for	_for_
the	_the_
movie	_movie_
dirty	B-movie.name
dancing	I-movie.name

show	_show_
me	_me_
more	_more_
details	_details_
for	_for_
the	_the_
movie	_movie_
dirty	B-movie.name
dancing	I-movie.name

can	_can_
you	_you_
please	_please_
show	_show_
me	_me_
info	_info_
on	_on_
the	_the_
movie	_movie_
dirty	B-movie.name
dancing	I-movie.name

can	_can_
you	_you_
tell	_tell_
me	_me_
about	_about_
the	_the_
movie	_movie_
dirty	B-movie.name
dancing	I-movie.name
in	_in_
detail	_detail_

what	_what_
films	_films_
has	_has_
robert	B-director.name
redford	I-director.name
directed	_directed_

i	_i_
want	_want_
to	_to_
see	_see_
a	_a_
robert	B-producer.name
redford	I-producer.name
produced	_produced_
movie	_movie_

i	_i_
would	_would_
like	_like_
to	_to_
see	_see_
something	_something_
produced	_produced_
by	_by_
robert	B-producer.name
redford	I-producer.name

bette	B-actor.name
midler	I-actor.name
movies	_movies_

bette	B-actor.name
midler	I-actor.name
movies	_movies_
please	_please_

show	_show_
bette	B-actor.name
midler	I-actor.name
movies	_movies_

show	_show_
me	_me_
cameron	B-actor.name
diaz	I-actor.name
movies	_movies_

show	_show_
me	_me_
movies	_movies_
with	_with_
jennifer	B-actor.name
aniston	I-actor.name

russell	B-actor.name
crowe	I-actor.name
movies	_movies_

about	_about_
life	B-movie.name
is	I-movie.name
beautiful	I-movie.name

details	_details_
about	_about_
life	B-movie.name
is	I-movie.name
beautiful	I-movie.name
please	_please_

find	_find_
synopsis	_synopsis_
for	_for_
life	B-movie.name
is	I-movie.name
beautiful	I-movie.name

i	_i_
need	_need_
page	_page_
on	_on_
life	B-movie.name
is	I-movie.name
beautiful	I-movie.name

i	_i_
want	_want_
information	_information_
about	_about_
life	B-movie.name
is	I-movie.name
beautiful	I-movie.name

i	_i_
want	_want_
to	_to_
know	_know_
about	_about_
life	B-movie.name
is	I-movie.name
beautiful	I-movie.name

i	_i_
would	_would_
like	_like_
to	_to_
view	_view_
info	_info_
on	_on_
life	B-movie.name
is	I-movie.name
beautiful	I-movie.name

life	B-movie.name
is	I-movie.name
beautiful	I-movie.name

run	_run_
a	_a_
search	_search_
for	_for_
life	B-movie.name
is	I-movie.name
beautiful	I-movie.name

show	_show_
me	_me_
life	B-movie.name
is	I-movie.name
beautiful	I-movie.name
information	_information_

what	_what_
's	_'s_
the	_the_
synopsis	_synopsis_
of	_of_
life	B-movie.name
is	I-movie.name
beatiful	_beatiful_

footloose	B-movie.name

show	_show_
jason	B-actor.name
statham	I-actor.name
movies	_movies_

list	_list_
statham	B-actor.name
's	_'s_
movies	_movies_

find	_find_
movies	_movies_
from	_from_
new	B-country.name
zealand	I-country.name

show	_show_
me	_me_
the	_the_
movies	_movies_
acted	_acted_
by	_by_
bala	B-actor.name
krishna	I-actor.name

korean	B-movie.language
language	I-movie.language
movie	_movie_

show	_show_
me	_me_
korean	B-movie.language
language	I-movie.language
movie	_movie_

can	_can_
you	_you_
find	_find_
the	_the_
movies	_movies_
with	_with_
korean	B-movie.language
language	I-movie.language

show	_show_
me	_me_
movies	_movies_
that	_that_
are	_are_
in	_in_
korean	B-movie.language

portugese	B-movie.language
movies	_movies_

current	_current_
movie	_movie_
options	_options_
for	_for_
today	_today_
with	_with_
patrick	B-actor.name
swayze	I-actor.name

display	_display_
all	_all_
results	_results_
for	_for_
dirty	B-movie.name
dancing	I-movie.name

find	_find_
information	_information_
on	_on_
dirty	B-movie.name
dancing	I-movie.name

search	_search_
for	_for_
dirty	B-movie.name
dancing	I-movie.name

search	_search_
for	_for_
dirty	B-movie.name
dancing	I-movie.name

how	_how_
can	_can_
i	_i_
view	_view_
dirty	B-movie.name
dancing	I-movie.name

dirty	B-movie.name
dancing	I-movie.name
facts	_facts_

did	_did_
alfred	B-director.name
hitchcock	I-director.name
direct	_direct_
a	_a_
comedy	B-movie.genre

martin	B-director.name
lawrence	I-director.name
directed	_directed_
what	_what_
movie	_movie_

find	_find_
movies	_movies_
from	_from_
japan	B-country.name

show	_show_
me	_me_
movies	_movies_
from	_from_
japan	B-country.name

show	_show_
me	_me_
movies	_movies_
from	_from_
japan	B-country.name

what	_what_
are	_are_
some	_some_
movies	_movies_
made	_made_
in	_in_
japan	B-country.name

what	_what_
movies	_movies_
came	_came_
from	_from_
japan	B-country.name

which	_which_
movies	_movies_
were	_were_
made	_made_
in	_in_
japan	B-country.name

i	_i_
want	_want_
to	_to_
find	_find_
a	_a_
list	_list_
of	_of_
movies	_movies_
made	_made_
in	_in_
japan	B-country.name

do	_do_
you	_you_
have	_have_
any	_any_
movies	_movies_
made	_made_
in	_in_
japan	B-country.name

find	_find_
japanese	B-country.name
movies	_movies_

find	_find_
japanese	B-country.name
movies	_movies_

give	_give_
me	_me_
some	_some_
names	_names_
of	_of_
japanese	B-country.name
movies	_movies_

i	_i_
want	_want_
japanese	B-country.name
movies	_movies_

i	_i_
want	_want_
to	_to_
see	_see_
japanese	B-country.name
movies	_movies_

i	_i_
would	_would_
like	_like_
to	_to_
know	_know_
names	_names_
of	_of_
some	_some_
of	_of_
the	_the_
japanese	B-country.name
movies	_movies_

japanese	B-country.name
movies	_movies_

show	_show_
me	_me_
a	_a_
list	_list_
of	_of_
some	_some_
japanese	B-country.name
movies	_movies_

show	_show_
me	_me_
japanese	B-country.name
movies	_movies_

sort	_sort_
in	_in_
all	_all_
japanese	B-country.name
movies	_movies_

do	_do_
you	_you_
have	_have_
a	_a_
list	_list_
of	_of_
japanese	B-country.name
movies	_movies_

i	_i_
want	_want_
to	_to_
see	_see_
a	_a_
film	_film_
in	_in_
japanese	B-movie.language

show	_show_
me	_me_
movies	_movies_
in	_in_
japanese	B-movie.language

films	_films_
with	_with_
japaneese	B-movie.language

what	_what_
movies	_movies_
have	_have_
people	_people_
speaking	_speaking_
japanese	B-movie.language
in	_in_
them	_them_

what	_what_
are	_are_
some	_some_
japanese	B-movie.language
movies	_movies_

find	_find_
movies	_movies_
in	_in_
british	B-movie.language
english	I-movie.language

find	_find_
movies	_movies_
from	_from_
miramax	B-producer.name

see	_see_
miramax	B-producer.name
movies	_movies_

watch	_watch_
miramax	B-producer.name

find	_find_
movies	_movies_
with	_with_
sandra	B-actor.name
bullock	I-actor.name

find	_find_
sandra	B-actor.name
bullock	I-actor.name
movies	_movies_

movies	_movies_
with	_with_
sandra	B-actor.name
bullock	I-actor.name

movies	_movies_
with	_with_
vampires	B-movie.subject

what	_what_
movies	_movies_
about	_about_
vampires	B-movie.subject
are	_are_
there	_there_

movies	_movies_
will	B-actor.name
smith	I-actor.name
stars	_stars_
in	_in_

show	_show_
me	_me_
will	B-actor.name
smith	I-actor.name
movies	_movies_

what	_what_
experience	_experience_
does	_does_
darla	B-producer.name
anderson	I-producer.name
have	_have_
as	_as_
a	_a_
producer	_producer_

look	_look_
for	_for_
movies	_movies_
directed	_directed_
by	_by_
tyler	B-director.name
perry	I-director.name

which	_which_
movies	_movies_
are	_are_
directed	_directed_
by	_by_
tyler	B-director.name
perry	I-director.name

give	_give_
me	_me_
movies	_movies_
directed	_directed_
by	_by_
tyler	B-director.name
perry	I-director.name

search	_search_
for	_for_
movies	_movies_
directed	_directed_
by	_by_
tyler	B-director.name
perry	I-director.name

what	_what_
films	_films_
has	_has_
selena	B-actor.name
gomez	I-actor.name
been	_been_
in	_in_

find	_find_
a	_a_
movie	_movie_
with	_with_
mel	B-actor.name
gibson	I-actor.name

only	_only_
mel	B-actor.name
gibson	I-actor.name
movies	_movies_

find	_find_
movies	_movies_
produced	_produced_
by	_by_
paramount	B-producer.name
pictures	I-producer.name

i	_i_
want	_want_
to	_to_
see	_see_
paramount	B-producer.name
movies	_movies_

i	_i_
would	_would_
like	_like_
a	_a_
list	_list_
of	_of_
paramount	B-producer.name
movies	_movies_

list	_list_
some	_some_
paramount	B-producer.name
produced	_produced_
films	_films_

show	_show_
all	_all_
movies	_movies_
by	_by_
paramount	B-producer.name

show	_show_
me	_me_
all	_all_
the	_the_
movies	_movies_
made	_made_
by	_by_
paramount	B-producer.name

show	_show_
only	_only_
paramount	B-producer.name
movies	_movies_

is	_is_
there	_there_
a	_a_
list	_list_
of	_of_
movies	_movies_
about	_about_
chess	B-movie.subject

movies	_movies_
about	_about_
chess	B-movie.subject

movies	_movies_
regarding	_regarding_
the	B-movie.subject
hobby	I-movie.subject
of	I-movie.subject
chess	I-movie.subject

list	_list_
some	_some_
of	_of_
the	_the_
best	_best_
world	B-movie.subject
war	I-movie.subject
2	I-movie.subject
films	_films_

find	_find_
movies	_movies_
about	_about_
dogs	I-movie.subject

find	_find_
movies	_movies_
with	_with_
a	_a_
nc	B-rating.name
17	I-rating.name
only	_only_

find	_find_
me	_me_
nc-17	B-rating.name
movies	_movies_

show	_show_
me	_me_
nc	B-rating.name
seventeen	I-rating.name
movies	_movies_

play	_play_
movies	_movies_
from	_from_
turkey	B-country.name

what	_what_
movies	_movies_
have	_have_
come	_come_
out	_out_
of	_of_
turkey	B-country.name

can	_can_
i	_i_
have	_have_
a	_a_
list	_list_
of	_of_
bruce	B-producer.name
lee	I-producer.name
produced	_produced_
movies	_movies_

can	_can_
you	_you_
give	_give_
me	_me_
a	_a_
list	_list_
of	_of_
movies	_movies_
produced	_produced_
by	_by_
bruce	B-producer.name
lee	I-producer.name

show	_show_
me	_me_
movies	_movies_
produced	_produced_
by	_by_
bruce	B-producer.name
lee	I-producer.name

i	_i_
want	_want_
to	_to_
see	_see_
movies	_movies_
directed	_directed_
by	_by_
michael	B-director.name
bay	I-director.name

what	_what_
movies	_movies_
did	_did_
michael	B-director.name
bay	I-director.name
direct	_direct_

ed	B-actor.name
harris	I-actor.name
films	_films_

show	_show_
me	_me_
all	_all_
movies	_movies_
that	_that_
star	_star_
ed	B-actor.name
harris	I-actor.name

more	_more_
stuff	_stuff_
about	_about_
the	_the_
movie	_movie_
go	B-movie.name

is	_is_
parenthood	B-movie.name
a	_a_
comedy	B-movie.genre

find	_find_
movies	_movies_
produced	_produced_
by	_by_
mel	B-producer.name
gibson	I-producer.name

what	_what_
movies	_movies_
has	_has_
jerry	B-producer.name
bruckheimer	I-producer.name
produced	_produced_

i	_i_
want	_want_
to	_to_
see	_see_
chinese	B-country.name
movies	_movies_

show	_show_
me	_me_
chinese	B-country.name
movies	_movies_

show	_show_
me	_me_
dramas	_dramas_
from	_from_
china	B-country.name

i	_i_
want	_want_
to	_to_
watch	_watch_
a	_a_
drama	B-movie.genre
made	_made_
in	_in_
china	B-country.name

give	_give_
me	_me_
the	_the_
best	_best_
baseball	B-movie.subject
movies	_movies_

list	_list_
movies	_movies_
filmed	_filmed_
in	_in_
ireland	B-movie.location

list	_list_
all	_all_
the	_the_
movies	_movies_
john	B-actor.name
travolta	I-actor.name
has	_has_
done	_done_

columbia	B-producer.name
production	_production_
company	_company_
movies	_movies_

find	_find_
me	_me_
20	B-producer.name
th	I-producer.name
century	I-producer.name
fox	I-producer.name
films	_films_

list	_list_
of	_of_
20	B-producer.name
th	I-producer.name
century	I-producer.name
fox	I-producer.name
films	_films_

watch	_watch_
century	B-producer.name
fox	I-producer.name
movies	_movies_

films	_films_
produced	_produced_
by	_by_
twentieth	B-producer.name
century	I-producer.name
fox	I-producer.name

find	_find_
movies	_movies_
by	_by_
twentieth	B-producer.name
century	I-producer.name
fox	I-producer.name

find	_find_
twentieth	B-producer.name
century	I-producer.name
fox	I-producer.name
movies	_movies_

search	_search_
twentieth	B-producer.name
century	I-producer.name
fox	I-producer.name

show	_show_
me	_me_
movies	_movies_
by	_by_
twentieth	B-producer.name
century	I-producer.name
fox	I-producer.name

show	_show_
me	_me_
elvis	B-actor.name
movies	_movies_

do	_do_
you	_you_
have	_have_
any	_any_
pg	B-rating.name
thirteen	I-rating.name
rated	_rated_
movies	_movies_

show	_show_
me	_me_
pg	B-rating.name
thirteen	I-rating.name
movies	_movies_

what	_what_
movies	_movies_
are	_are_
rated	_rated_
pg	B-rating.name
thirteen	I-rating.name

find	_find_
pg	B-rating.name
thirteen	I-rating.name
movies	_movies_

show	_show_
me	_me_
movies	_movies_
that	_that_
are	_are_
rated	_rated_
pg	B-rating.name
thirteen	I-rating.name

list	_list_
all	_all_
movies	_movies_
rated	_rated_
pg-13	B-rating.name

find	_find_
movies	_movies_
with	_with_
pg-13	B-rating.name
only	_only_

i	_i_
need	_need_
to	_to_
know	_know_
names	_names_
of	_of_
some	_some_
movies	_movies_
which	_which_
have	_have_
a	_a_
rating	_rating_
of	_of_
pg-13	B-rating.name

i	_i_
want	_want_
to	_to_
find	_find_
pg-13	B-rating.name
rated	_rated_
movies	_movies_

pg-13	B-rating.name
movies	_movies_

which	_which_
movies	_movies_
are	_are_
rated	_rated_
pg-13	B-rating.name

find	_find_
a	_a_
pg-13	B-rating.name
movie	_movie_

find	_find_
me	_me_
pg-13	B-rating.name
movies	_movies_

find	_find_
movies	_movies_
that	_that_
are	_are_
rated	_rated_
pg-13	B-rating.name

give	_give_
me	_me_
a	_a_
list	_list_
of	_of_
some	_some_
movies	_movies_
that	_that_
have	_have_
pg-13	B-rating.name
rating	_rating_

i	_i_
want	_want_
to	_to_
see	_see_
a	_a_
list	_list_
of	_of_
g	B-rating.name
rated	_rated_
movies	_movies_

list	_list_
g	B-rating.name

what	_what_
is	_is_
a	_a_
list	_list_
of	_of_
g	B-rating.name
movies	_movies_

are	_are_
there	_there_
any	_any_
g	B-rating.name
movies	_movies_
out	_out_
there	_there_
right	_right_
now	_now_

